hero_id,matchup_rating,composition_tags,key_enemy_skills.respect,key_enemy_skills.punish_after,key_enemy_skills.ultimate_check,diagnosis_snippets.positioning,diagnosis_snippets.target_priority
Roadhog,5.6,"[""heavy_frontline"", ""save_sustain""]","[""チェイン・フック"", ""テイク・ア・ブリーザー"", ""チェイン・フック""]","[""チェイン・フック"", ""ピッグペン"", ""テイク・ア・ブリーザー""]","[""チェイン・フック"", ""テイク・ア・ブリーザー""]",ロードホッグには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。チェイン・フック・テイク・ア・ブリーザーが見えたら長く構えない。,優先度は、チェイン・フック・ピッグペンの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Orisa,5.7,"[""heavy_frontline"", ""save_sustain""]","[""エネルギー・ジャベリン"", ""フォーティファイ"", ""ジャベリン・スピン""]","[""エネルギー・ジャベリン"", ""フォーティファイ"", ""ジャベリン・スピン""]","[""エネルギー・ジャベリン"", ""フォーティファイ"", ""ジャベリン・スピン""]",オリーサには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。エネルギー・ジャベリン・フォーティファイが見えたら長く構えない。,優先度は、エネルギー・ジャベリン・フォーティファイの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Sigma,4.8,"[""long_range_threat"", ""heavy_frontline"", ""save_sustain""]","[""アクリーション"", ""エクスペリメンタル・バリア"", ""キネティック・グラスプ""]","[""アクリーション"", ""エクスペリメンタル・バリア"", ""キネティック・グラスプ""]","[""アクリーション"", ""エクスペリメンタル・バリア"", ""キネティック・グラスプ""]",シグマには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。アクリーション・エクスペリメンタル・バリアが見えたら長く構えない。,優先度は、アクリーション・エクスペリメンタル・バリアの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Reinhardt,6.6,"[""heavy_frontline"", ""save_sustain""]","[""アースシャター"", ""バリア・フィールド"", ""チャージ""]","[""チャージ"", ""バリア・フィールド""]","[""アースシャター"", ""バリア・フィールド""]",ラインハルトには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。アースシャター・バリア・フィールドが見えたら長く構えない。,優先度は、チャージ・バリア・フィールドの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Ashe,4.0,"[""long_range_threat""]","[""B.O.B"", ""ダイナマイト""]","[""コーチ・ガン"", ""ダイナマイト""]","[""B.O.B""]",アッシュには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。B.O.B・ダイナマイトが見えたら長く構えない。,優先度は、コーチ・ガン・ダイナマイトの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Widowmaker,3.6,"[""long_range_threat""]","[""ウィドウズ・キス"", ""ヴェノム・マイン""]","[""グラップリング・フック"", ""ヴェノム・マイン""]","[""ウィドウズ・キス""]",ウィドウメイカーには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。ウィドウズ・キス・ヴェノム・マインが見えたら長く構えない。,優先度は、グラップリング・フック・ヴェノム・マインの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Emre,5.0,"[""long_range_threat""]","[""シンセティック・バースト・ライフル"", ""オーバーライド・プロトコル"", ""サイバー・フラグ""]","[""オルタード・バイタル"", ""サイバー・フラグ""]","[""シンセティック・バースト・ライフル"", ""オーバーライド・プロトコル""]",エムレには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。シンセティック・バースト・ライフル・オーバーライド・プロトコルが見えたら長く構えない。,優先度は、オルタード・バイタル・サイバー・フラグの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Cassidy,4.8,"[""long_range_threat""]","[""デッド・アイ"", ""フラッシュバン""]","[""コンバット・ロール"", ""フラッシュバン""]","[""デッド・アイ""]",キャスディには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。デッド・アイ・フラッシュバンが見えたら長く構えない。,優先度は、コンバット・ロール・フラッシュバンの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Sojourn,4.4,"[""dive_threat"", ""long_range_threat""]","[""レールガン"", ""オーバークロック"", ""ディスラプター・ショット""]","[""パワー・スライド"", ""ディスラプター・ショット""]","[""レールガン"", ""オーバークロック""]",ソジョーンには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。レールガン・オーバークロックが見えたら長く構えない。,優先度は、パワー・スライド・ディスラプター・ショットの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Soldier: 76,5.2,"[""long_range_threat""]","[""タクティカル・バイザー"", ""バイオティック・フィールド"", ""ヘリックス・ロケット""]","[""スプリント"", ""ヘリックス・ロケット"", ""バイオティック・フィールド""]","[""タクティカル・バイザー"", ""バイオティック・フィールド""]",ソルジャー76には1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。タクティカル・バイザー・バイオティック・フィールドが見えたら長く構えない。,優先度は、スプリント・ヘリックス・ロケットの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Hanzo,4.1,"[""long_range_threat""]","[""龍撃波"", ""電光石火"", ""鳴響矢水""]","[""体術"", ""壁登り"", ""電光石火""]","[""龍撃波""]",ハンゾーには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。龍撃波・電光石火が見えたら長く構えない。,優先度は、体術・壁登りの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Freja,5.2,"[""dive_threat"", ""aerial_pressure"", ""long_range_threat""]","[""ボーラ・ショット"", ""ボーラ・ショット"", ""テイク・エイム""]","[""クイック・ダッシュ"", ""アップドラフト"", ""ボーラ・ショット""]","[""ボーラ・ショット""]",フレイヤには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。ボーラ・ショットが見えたら長く構えない。,優先度は、クイック・ダッシュ・アップドラフトの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Anran,3.8,"[""dive_threat"", ""flank_threat""]","[""焚身焔"", ""怒炎衝"", ""朱羽焚""]","[""熠閃舞"", ""朱魂返"", ""怒炎衝""]","[""焚身焔""]",アンランには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。焚身焔・怒炎衝が見えたら長く構えない。,優先度は、熠閃舞・朱魂返の後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Genji,3.9,"[""dive_threat"", ""flank_threat""]","[""龍撃剣"", ""木の葉返し"", ""風斬り""]","[""風斬り"", ""サイバー体術"", ""風斬り""]","[""龍撃剣"", ""木の葉返し""]",ゲンジには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。龍撃剣・木の葉返しが見えたら長く構えない。,優先度は、風斬り・サイバー体術の後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Shion,2.0,"[""dive_threat"", ""flank_threat""]","[""罰"", ""殺戮"", ""凶走""]","[""回避"", ""凶走"", ""凶走""]","[""罰"", ""殺戮""]",シオンには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。罰・殺戮が見えたら長く構えない。,優先度は、回避・凶走の後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Sombra,3.6,"[""dive_threat"", ""flank_threat""]","[""EMP"", ""ハック"", ""EMP""]","[""トランズロケーター"", ""ステルス"", ""ハック""]","[""EMP"", ""ハック"", ""EMP""]",ソンブラには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。EMP・ハックが見えたら長く構えない。,優先度は、トランズロケーター・ステルスの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Tracer,3.5,"[""dive_threat"", ""flank_threat""]","[""パルス・ボム"", ""リコール"", ""ブリンク""]","[""ブリンク"", ""リコール"", ""ブリンク""]","[""パルス・ボム"", ""リコール""]",トレーサーには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。パルス・ボム・リコールが見えたら長く構えない。,優先度は、ブリンク・リコールの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Venture,4.2,"[""dive_threat"", ""flank_threat""]","[""テクトニック・ショック"", ""バロー"", ""ドリル・ダッシュ""]","[""バロー"", ""ドリル・ダッシュ"", ""ドリル・ダッシュ""]","[""テクトニック・ショック"", ""バロー""]",ベンチャーには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。テクトニック・ショック・バローが見えたら長く構えない。,優先度は、バロー・ドリル・ダッシュの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Reaper,4.5,"[""dive_threat"", ""flank_threat""]","[""デス・ブロッサム"", ""レイス・フォーム"", ""シャドウ・ステップ""]","[""レイス・フォーム"", ""シャドウ・ステップ"", ""シャドウ・ステップ""]","[""デス・ブロッサム"", ""レイス・フォーム""]",リーパーには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。デス・ブロッサム・レイス・フォームが見えたら長く構えない。,優先度は、レイス・フォーム・シャドウ・ステップの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Vendetta,3.9,"[""dive_threat"", ""flank_threat""]","[""サンダリング・ブレード"", ""ウォーディング・スタンス"", ""ワールウィンド""]","[""ソアリング・スライス"", ""ワールウィンド"", ""ソアリング・スライス""]","[""サンダリング・ブレード"", ""ウォーディング・スタンス""]",ヴェンデッタには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。サンダリング・ブレード・ウォーディング・スタンスが見えたら長く構えない。,優先度は、ソアリング・スライス・ワールウィンドの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Echo,5.8,"[""dive_threat"", ""aerial_pressure""]","[""コピー"", ""スティッキー・ボム"", ""フォーカス・ビーム""]","[""フライト"", ""スティッキー・ボム"", ""フォーカス・ビーム""]","[""コピー""]",エコーには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。コピー・スティッキー・ボムが見えたら長く構えない。,優先度は、フライト・スティッキー・ボムの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Pharah,6.4,"[""dive_threat"", ""aerial_pressure""]","[""バレッジ"", ""コンカッシブ・ブラスト""]","[""ジャンプ・ジェット"", ""ジェット・ダッシュ"", ""コンカッシブ・ブラスト""]","[""バレッジ""]",ファラには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。バレッジ・コンカッシブ・ブラストが見えたら長く構えない。,優先度は、ジャンプ・ジェット・ダッシュの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Symmetra,5.0,"[""balanced_pressure""]","[""フォトン・バリア"", ""フォトン・バリア"", ""セントリー・タレット""]","[""テレポーター"", ""セントリー・タレット"", ""テレポーター""]","[""フォトン・バリア"", ""フォトン・バリア""]",シンメトラには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。フォトン・バリアが見えたら長く構えない。,優先度は、テレポーター・セントリー・タレットの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Junkrat,5.0,"[""balanced_pressure""]","[""RIPタイヤ"", ""スティール・トラップ"", ""コンカッション・マイン""]","[""コンカッション・マイン"", ""スティール・トラップ"", ""コンカッション・マイン""]","[""RIPタイヤ""]",ジャンクラットには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。RIPタイヤ・スティール・トラップが見えたら長く構えない。,優先度は、コンカッション・マイン・スティール・トラップの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Torbjörn,5.0,"[""balanced_pressure""]","[""モルテン・コア"", ""オーバーロード"", ""タレット""]","[""タレット"", ""オーバーロード""]","[""モルテン・コア"", ""オーバーロード""]",トールビョーンには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。モルテン・コア・オーバーロードが見えたら長く構えない。,優先度は、タレット・オーバーロードの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Bastion,5.0,"[""long_range_threat""]","[""砲台モード"", ""強襲モード"", ""A-36タクティカル・グレネード""]","[""強襲モード"", ""A-36タクティカル・グレネード""]","[""砲台モード""]",バスティオンには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。砲台モード・強襲モードが見えたら長く構えない。,優先度は、強襲モード・A-36タクティカル・グレネードの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Mei,5.1,"[""save_sustain""]","[""ブリザード"", ""クリオフリーズ"", ""アイス・ウォール""]","[""アイス・ウォール"", ""クリオフリーズ"", ""アイス・ウォール""]","[""ブリザード"", ""アイス・ウォール"", ""クリオフリーズ""]",メイには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。ブリザード・クリオフリーズが見えたら長く構えない。,優先度は、アイス・ウォール・クリオフリーズの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Illari,5.0,"[""long_range_threat""]","[""キャプティブ・サン"", ""ヒーリング・パイロン"", ""アウトバースト""]","[""アウトバースト"", ""アウトバースト"", ""ヒーリング・パイロン""]","[""キャプティブ・サン"", ""ヒーリング・パイロン""]",イラリーには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。キャプティブ・サン・ヒーリング・パイロンが見えたら長く構えない。,優先度は、アウトバーストの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Jetpack Cat,5.5,"[""dive_threat"", ""aerial_pressure"", ""save_sustain""]","[""キャットナッパー"", ""ゴロゴロ"", ""キャットナッパー""]","[""ワイルド・フライト"", ""キャットナッパー"", ""ワイルド・フライト""]","[""キャットナッパー"", ""ゴロゴロ""]",ジェットパック・キャットには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。キャットナッパー・ゴロゴロが見えたら長く構えない。,優先度は、ワイルド・フライト・キャットナッパーの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Juno,5.5,"[""dive_threat"", ""aerial_pressure"", ""save_sustain""]","[""オービタル・レイ"", ""ハイパーリング"", ""オービタル・レイ""]","[""グライド・ブースト"", ""パルサー・トーピード"", ""ハイパーリング""]","[""オービタル・レイ"", ""ハイパーリング"", ""オービタル・レイ""]",ジュノには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。オービタル・レイ・ハイパーリングが見えたら長く構えない。,優先度は、グライド・ブースト・パルサー・トーピードの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Baptiste,4.8,"[""long_range_threat"", ""save_sustain""]","[""アンプリフィケーション・マトリックス"", ""イモータリティ・フィールド"", ""イモータリティ・フィールド""]","[""イモータリティ・フィールド"", ""イモータリティ・フィールド"", ""リジェネ・バースト""]","[""アンプリフィケーション・マトリックス"", ""イモータリティ・フィールド"", ""リジェネ・バースト""]",バティストには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。アンプリフィケーション・マトリックス・イモータリティ・フィールドが見えたら長く構えない。,優先度は、イモータリティ・フィールドの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Mercy,5.4,"[""dive_threat"", ""aerial_pressure"", ""save_sustain""]","[""ヴァルキリー"", ""蘇生"", ""ガーディアン・エンジェル""]","[""ガーディアン・エンジェル"", ""蘇生"", ""ガーディアン・エンジェル""]","[""ヴァルキリー"", ""蘇生"", ""ガーディアン・エンジェル""]",マーシーには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。ヴァルキリー・蘇生が見えたら長く構えない。,優先度は、ガーディアン・エンジェル・蘇生の後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Lifeweaver,5.1,"[""save_sustain""]","[""命の樹"", ""ライフグリップ"", ""ライフグリップ""]","[""ペタル・プラットフォーム"", ""若返りの風"", ""ライフグリップ""]","[""命の樹"", ""ライフグリップ"", ""ペタル・プラットフォーム""]",ライフウィーバーには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。命の樹・ライフグリップが見えたら長く構えない。,優先度は、ペタル・プラットフォーム・若返りの風の後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Kiriko,4.5,"[""dive_threat"", ""save_sustain""]","[""狐走り"", ""鈴のご加護"", ""鈴のご加護""]","[""神出鬼没"", ""鈴のご加護"", ""鈴のご加護""]","[""狐走り"", ""鈴のご加護"", ""神出鬼没""]",キリコには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。狐走り・鈴のご加護が見えたら長く構えない。,優先度は、神出鬼没・鈴のご加護の後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Brigitte,5.0,"[""save_sustain""]","[""ラリー"", ""バリア・シールド"", ""ラリー""]","[""シールド・バッシュ"", ""ウィップ・ショット"", ""バリア・シールド""]","[""ラリー"", ""リペア・パック"", ""ラリー""]",ブリギッテには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。ラリー・バリア・シールドが見えたら長く構えない。,優先度は、シールド・バッシュ・ウィップ・ショットの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Moira,5.0,"[""dive_threat"", ""save_sustain""]","[""コアレッセンス"", ""フェード"", ""バイオティック・オーブ""]","[""フェード"", ""バイオティック・オーブ"", ""フェード""]","[""コアレッセンス"", ""フェード""]",モイラには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。コアレッセンス・フェードが見えたら長く構えない。,優先度は、フェード・バイオティック・オーブの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Lúcio,4.8,"[""dive_threat"", ""save_sustain""]","[""サウンド・バリア"", ""サウンド・バリア"", ""サウンドウェーブ""]","[""ウォール・ライド"", ""サウンドウェーブ"", ""アンプ・イット・アップ""]","[""サウンド・バリア"", ""サウンド・バリア""]",ルシオには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。サウンド・バリアが見えたら長く構えない。,優先度は、ウォール・ライド・サウンドウェーブの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Ana,5.4,"[""long_range_threat"", ""save_sustain""]","[""ナノ・ブースト"", ""スリープ・ダーツ"", ""スリープ・ダーツ""]","[""スリープ・ダーツ"", ""バイオティック・グレネード"", ""スリープ・ダーツ""]","[""ナノ・ブースト"", ""スリープ・ダーツ""]",アナには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。ナノ・ブースト・スリープ・ダーツが見えたら長く構えない。,優先度は、スリープ・ダーツ・バイオティック・グレネードの後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Wuyang,5.0,"[""save_sustain""]","[""守衛波浪"", ""養神泉"", ""驚濤破""]","[""飛流歩"", ""玄武之杖"", ""驚濤破""]","[""守衛波浪"", ""養神泉"", ""驚濤破""]",ウーヤンには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。守衛波浪・養神泉が見えたら長く構えない。,優先度は、飛流歩・玄武之杖の後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Zenyatta,6.3,"[""long_range_threat""]","[""不和のオーブ"", ""心頭滅却"", ""心頭滅却""]","[""不和のオーブ"", ""心頭滅却""]","[""不和のオーブ"", ""心頭滅却"", ""心頭滅却""]",ゼニヤッタには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。不和のオーブ・心頭滅却が見えたら長く構えない。,優先度は、不和のオーブ・心頭滅却の後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
Mizuki,5.0,"[""save_sustain""]","[""癒しの波動"", ""霊域結界"", ""霊域結界""]","[""形代"", ""呪縛"", ""形代""]","[""癒しの波動"", ""霊域結界"", ""快気の笠""]",ミズキには1〜2バーストで遮蔽へ戻り、サイバー・フラグで足元・遮蔽横・退路を崩す。癒しの波動・霊域結界が見えたら長く構えない。,優先度は、形代・呪縛の後に上げる。遮蔽から出た瞬間へシンセティック・バースト・ライフルを合わせる。
