target_id,enemy_id,priority_class,priority_score,first_watch_rule,pressure_rule,do_not_chase_rule,swap_condition,reason
Soldier76,Venture,punish_late,6.2,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ベンチャーは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,Reaper,punish_late,6.0,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,リーパーは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,Vendetta,punish_late,5.9,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ヴェンデッタは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,Echo,focus_first,7.6,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,エコーは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,Pharah,focus_first,7.6,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ファラは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,Symmetra,pressure_only,6.2,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,シンメトラは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,Junkrat,pressure_only,6.5,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ジャンクラットは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,Torbjörn,pressure_only,6.1,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,トールビョーンは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,Bastion,pressure_only,6.0,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,バスティオンは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,Mei,pressure_only,6.5,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,メイは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,Illari,focus_first,7.5,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,イラリーは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,Jetpack Cat,punish_late,8.6,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ジェットパック・キャットは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,Juno,focus_first,8.8,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ジュノは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,Baptiste,focus_first,7.6,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,バティストは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,Mercy,pressure_only,6.7,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,マーシーは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,Lifeweaver,punish_late,6.9,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ライフウィーバーは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,Kiriko,punish_late,7.4,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,キリコは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,Brigitte,punish_late,6.9,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ブリギッテは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,Moira,pressure_only,6.7,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,モイラは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,Lúcio,pressure_only,6.5,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ルシオは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,Ana,focus_first,8.1,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,アナは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,Wuyang,focus_first,7.2,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ウーヤンは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,Zenyatta,focus_first,7.8,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ゼニヤッタは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,Mizuki,focus_first,7.2,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ミズキは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Sojourn,D.Va,pressure_only,6.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,D.Vaは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Winston,pressure_only,6.5,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ウィンストンは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Doomfist,punish_late,7.1,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ドゥームフィストは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,Hazard,pressure_only,5.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ハザードは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Wrecking Ball,pressure_only,6.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,レッキング・ボールは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Zarya,pressure_only,5.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ザリアは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Junker Queen,pressure_only,6.3,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ジャンカー・クイーンは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Domina,pressure_only,5.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ドミナは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Mauga,pressure_only,5.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,マウガは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Ramattra,pressure_only,5.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ラマットラは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Roadhog,pressure_only,6.3,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ロードホッグは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Orisa,pressure_only,5.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,オリーサは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Sigma,pressure_only,5.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,シグマは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Reinhardt,pressure_only,5.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ラインハルトは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Ashe,focus_first,6.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,アッシュはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Widowmaker,focus_first,7.3,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ウィドウメイカーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Emre,focus_first,6.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,エムレはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Cassidy,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,キャスディはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Sojourn,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ソジョーンはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Soldier: 76,focus_first,6.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ソルジャー76はレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Hanzo,focus_first,7.1,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ハンゾーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Freja,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,フレイヤはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Anran,punish_late,6.5,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,アンランは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,Genji,focus_first,7.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ゲンジはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Shion,punish_late,7.5,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,シオンは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,Sombra,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ソンブラはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Tracer,pressure_only,6.2,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,トレーサーは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Venture,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ベンチャーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Reaper,focus_first,6.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,リーパーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Vendetta,punish_late,6.5,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ヴェンデッタは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,Echo,focus_first,7.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,エコーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Pharah,focus_first,7.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ファラはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Symmetra,focus_first,6.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,シンメトラはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Junkrat,focus_first,7.0,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ジャンクラットはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Torbjörn,focus_first,6.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,トールビョーンはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Bastion,pressure_only,6.5,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,バスティオンは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Mei,punish_late,7.0,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,メイは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,Illari,focus_first,7.3,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,イラリーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Jetpack Cat,punish_late,8.0,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ジェットパック・キャットは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,Juno,focus_first,8.2,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ジュノはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Baptiste,focus_first,7.4,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,バティストはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,Mercy,pressure_only,6.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,マーシーは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,Lifeweaver,pressure_only,6.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ライフウィーバーは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
