target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_pattern,learning_goal,bronze,silver,gold,platinum,diamond_plus,quality_note
Soldier76,ソルジャー76,Roadhog,ロードホッグ,タンク,frontline,ロードホッグは倒し切りより、資源を使わせて後衛へ切り替える。,ロードホッグだけを撃ち続けない。遮蔽から通常射撃で削り、見えたダメージかサポートへ一度照準を移す。,チェイン・フックを見てからヘリックス・ロケットで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,ロードホッグを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,ロードホッグの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。タクティカル・バイザーは相手の受けが薄い側へ切る。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Orisa,オリーサ,タンク,frontline,オリーサは倒し切りより、資源を使わせて後衛へ切り替える。,オリーサだけを撃ち続けない。遮蔽から通常射撃で削り、見えたダメージかサポートへ一度照準を移す。,フォーティファイを見てからヘリックス・ロケットで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,オリーサを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,オリーサの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。タクティカル・バイザーは相手の受けが薄い側へ切る。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Sigma,シグマ,タンク,frontline,シグマは倒し切りより、資源を使わせて後衛へ切り替える。,シグマだけを撃ち続けない。遮蔽から通常射撃で削り、見えたダメージかサポートへ一度照準を移す。,キネティック・グラスプを見てからヘリックス・ロケットで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,シグマを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,シグマの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。タクティカル・バイザーは相手の受けが薄い側へ切る。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Reinhardt,ラインハルト,タンク,frontline,ラインハルトは倒し切りより、資源を使わせて後衛へ切り替える。,ラインハルトだけを撃ち続けない。遮蔽から通常射撃で削り、見えたダメージかサポートへ一度照準を移す。,バリア・フィールドを見てからヘリックス・ロケットで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,ラインハルトを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,ラインハルトの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。タクティカル・バイザーは相手の受けが薄い側へ切る。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Ashe,アッシュ,ダメージ,air_or_long,アッシュの射線を長く受けず、1回のピークで圧を返す。,アッシュと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,コーチ・ガンや再ピークを見てからヘリックス・ロケットを合わせる。先に撃って外したら、スプリントで次の遮蔽へ戻る。,アッシュの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,アッシュが見ている射線を先に読み、味方の前進と同時に横射線を作る。タクティカル・バイザーは射線を割った後に使う。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Widowmaker,ウィドウメイカー,ダメージ,air_or_long,ウィドウメイカーの射線を長く受けず、1回のピークで圧を返す。,ウィドウメイカーと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,グラップリング・フックや再ピークを見てからヘリックス・ロケットを合わせる。先に撃って外したら、スプリントで次の遮蔽へ戻る。,ウィドウメイカーの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ウィドウメイカーが見ている射線を先に読み、味方の前進と同時に横射線を作る。タクティカル・バイザーは射線を割った後に使う。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Emre,エムレ,ダメージ,poke_damage,エムレと正面勝負を続けず、短い射線交換で有利を作る。,エムレの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,防御・移動スキルを使わせるか、照準が味方へ向いた瞬間にヘリックス・ロケットを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。エムレの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,エムレの視線とクールダウンを読んで、タクティカル・バイザーを遮蔽移動の制限として使う。撃破だけを狙いすぎない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Cassidy,キャスディ,ダメージ,poke_damage,キャスディと正面勝負を続けず、短い射線交換で有利を作る。,キャスディの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,フラッシュバンを使わせるか、照準が味方へ向いた瞬間にヘリックス・ロケットを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。キャスディの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,キャスディの視線とクールダウンを読んで、タクティカル・バイザーを遮蔽移動の制限として使う。撃破だけを狙いすぎない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Sojourn,ソジョーン,ダメージ,poke_damage,ソジョーンと正面勝負を続けず、短い射線交換で有利を作る。,ソジョーンの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,パワー・スライドを使わせるか、照準が味方へ向いた瞬間にヘリックス・ロケットを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。ソジョーンの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,ソジョーンの視線とクールダウンを読んで、タクティカル・バイザーを遮蔽移動の制限として使う。撃破だけを狙いすぎない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Soldier: 76,ソルジャー76,ダメージ,poke_damage,ソルジャー76と正面勝負を続けず、短い射線交換で有利を作る。,ソルジャー76の射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,移動・防御・救助スキルを使わせるか、照準が味方へ向いた瞬間にヘリックス・ロケットを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。ソルジャー76の正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,ソルジャー76の視線とクールダウンを読んで、タクティカル・バイザーを遮蔽移動の制限として使う。撃破だけを狙いすぎない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Hanzo,ハンゾー,ダメージ,air_or_long,ハンゾーの射線を長く受けず、1回のピークで圧を返す。,ハンゾーと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,体術や再ピークを見てからヘリックス・ロケットを合わせる。先に撃って外したら、スプリントで次の遮蔽へ戻る。,ハンゾーの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ハンゾーが見ている射線を先に読み、味方の前進と同時に横射線を作る。タクティカル・バイザーは射線を割った後に使う。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Freja,フレイヤ,ダメージ,poke_damage,フレイヤと正面勝負を続けず、短い射線交換で有利を作る。,フレイヤの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,機動スキルを使わせるか、照準が味方へ向いた瞬間にヘリックス・ロケットを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。フレイヤの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,フレイヤの視線とクールダウンを読んで、タクティカル・バイザーを遮蔽移動の制限として使う。撃破だけを狙いすぎない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Anran,アンラン,ダメージ,mobile,アンランを追い切るより、入ってきた瞬間を止める。,アンランを一人で追わない。味方側の遮蔽に戻りながら通常射撃を当て、帰らせれば成功とする。,移動・防御・救助スキルを見てからヘリックス・ロケットを使う。外した時はスプリントを退路として残し、同じ場所で撃ち続けない。,アンランが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にヘリックス・ロケットを置く。,アンランを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,アンランの最初の接近ルートを読んで立つ。タクティカル・バイザーは迎撃後の人数差作りに使い、混戦へ先撃ちしない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Genji,ゲンジ,ダメージ,air_or_long,ゲンジの射線を長く受けず、1回のピークで圧を返す。,ゲンジと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,木の葉返しや再ピークを見てからヘリックス・ロケットを合わせる。先に撃って外したら、スプリントで次の遮蔽へ戻る。,ゲンジの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ゲンジが見ている射線を先に読み、味方の前進と同時に横射線を作る。タクティカル・バイザーは射線を割った後に使う。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Shion,シオン,ダメージ,air_or_long,シオンの射線を長く受けず、1回のピークで圧を返す。,シオンと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,移動・防御・救助スキルや再ピークを見てからヘリックス・ロケットを合わせる。先に撃って外したら、スプリントで次の遮蔽へ戻る。,シオンの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,シオンが見ている射線を先に読み、味方の前進と同時に横射線を作る。タクティカル・バイザーは射線を割った後に使う。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Sombra,ソンブラ,ダメージ,mobile,ソンブラを追い切るより、入ってきた瞬間を止める。,ソンブラを一人で追わない。味方側の遮蔽に戻りながら通常射撃を当て、帰らせれば成功とする。,ハックを見てからヘリックス・ロケットを使う。外した時はスプリントを退路として残し、同じ場所で撃ち続けない。,ソンブラが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にヘリックス・ロケットを置く。,ソンブラを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,ソンブラの最初の接近ルートを読んで立つ。タクティカル・バイザーは迎撃後の人数差作りに使い、混戦へ先撃ちしない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Tracer,トレーサー,ダメージ,mobile,トレーサーを追い切るより、入ってきた瞬間を止める。,トレーサーを一人で追わない。味方側の遮蔽に戻りながら通常射撃を当て、帰らせれば成功とする。,リコールを見てからヘリックス・ロケットを使う。外した時はスプリントを退路として残し、同じ場所で撃ち続けない。,トレーサーが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にヘリックス・ロケットを置く。,トレーサーを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,トレーサーの最初の接近ルートを読んで立つ。タクティカル・バイザーは迎撃後の人数差作りに使い、混戦へ先撃ちしない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Venture,ベンチャー,ダメージ,mobile,ベンチャーを追い切るより、入ってきた瞬間を止める。,ベンチャーを一人で追わない。味方側の遮蔽に戻りながら通常射撃を当て、帰らせれば成功とする。,バローを見てからヘリックス・ロケットを使う。外した時はスプリントを退路として残し、同じ場所で撃ち続けない。,ベンチャーが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にヘリックス・ロケットを置く。,ベンチャーを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,ベンチャーの最初の接近ルートを読んで立つ。タクティカル・バイザーは迎撃後の人数差作りに使い、混戦へ先撃ちしない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Reaper,リーパー,ダメージ,mobile,リーパーを追い切るより、入ってきた瞬間を止める。,リーパーを一人で追わない。味方側の遮蔽に戻りながら通常射撃を当て、帰らせれば成功とする。,レイス・フォームを見てからヘリックス・ロケットを使う。外した時はスプリントを退路として残し、同じ場所で撃ち続けない。,リーパーが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にヘリックス・ロケットを置く。,リーパーを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,リーパーの最初の接近ルートを読んで立つ。タクティカル・バイザーは迎撃後の人数差作りに使い、混戦へ先撃ちしない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Vendetta,ヴェンデッタ,ダメージ,mobile,ヴェンデッタを追い切るより、入ってきた瞬間を止める。,ヴェンデッタを一人で追わない。味方側の遮蔽に戻りながら通常射撃を当て、帰らせれば成功とする。,接近スキルを見てからヘリックス・ロケットを使う。外した時はスプリントを退路として残し、同じ場所で撃ち続けない。,ヴェンデッタが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にヘリックス・ロケットを置く。,ヴェンデッタを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,ヴェンデッタの最初の接近ルートを読んで立つ。タクティカル・バイザーは迎撃後の人数差作りに使い、混戦へ先撃ちしない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Echo,エコー,ダメージ,air_or_long,エコーの射線を長く受けず、1回のピークで圧を返す。,エコーと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,フライトや再ピークを見てからヘリックス・ロケットを合わせる。先に撃って外したら、スプリントで次の遮蔽へ戻る。,エコーの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,エコーが見ている射線を先に読み、味方の前進と同時に横射線を作る。タクティカル・バイザーは射線を割った後に使う。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Pharah,ファラ,ダメージ,air_or_long,ファラの射線を長く受けず、1回のピークで圧を返す。,ファラと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,ジャンプ・ジェットや再ピークを見てからヘリックス・ロケットを合わせる。先に撃って外したら、スプリントで次の遮蔽へ戻る。,ファラの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ファラが見ている射線を先に読み、味方の前進と同時に横射線を作る。タクティカル・バイザーは射線を割った後に使う。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Symmetra,シンメトラ,ダメージ,standard,シンメトラに対して、削り・撃破・撤退の目的を先に決める。,シンメトラ相手でも遮蔽を離れない。通常射撃で削り、倒し切れない時は欲張らない。,テレポーターを見てからヘリックス・ロケットを使う。外した時はスプリントで戻る先を先に決める。,味方の前進に合わせてピークする。自分だけ先に撃ち始めず、体力差を作ってから前へ出る。,シンメトラを撃つ目的を削り、撃破、位置取り破壊のどれかに決める。目的が消えたら位置を変える。,シンメトラの防御・移動リソースを交換させてから前に出る。タクティカル・バイザーは相手の受けが薄いタイミングに合わせる。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Junkrat,ジャンクラット,ダメージ,poke_damage,ジャンクラットと正面勝負を続けず、短い射線交換で有利を作る。,ジャンクラットの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,コンカッション・マインを使わせるか、照準が味方へ向いた瞬間にヘリックス・ロケットを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。ジャンクラットの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,ジャンクラットの視線とクールダウンを読んで、タクティカル・バイザーを遮蔽移動の制限として使う。撃破だけを狙いすぎない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Torbjörn,トールビョーン,ダメージ,poke_damage,トールビョーンと正面勝負を続けず、短い射線交換で有利を作る。,トールビョーンの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,移動・防御・救助スキルを使わせるか、照準が味方へ向いた瞬間にヘリックス・ロケットを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。トールビョーンの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,トールビョーンの視線とクールダウンを読んで、タクティカル・バイザーを遮蔽移動の制限として使う。撃破だけを狙いすぎない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Bastion,バスティオン,ダメージ,poke_damage,バスティオンと正面勝負を続けず、短い射線交換で有利を作る。,バスティオンの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,強襲モードを使わせるか、照準が味方へ向いた瞬間にヘリックス・ロケットを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。バスティオンの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,バスティオンの視線とクールダウンを読んで、タクティカル・バイザーを遮蔽移動の制限として使う。撃破だけを狙いすぎない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Mei,メイ,ダメージ,support,メイの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,メイだけを深追いしない。まず撃てる敵を通常射撃で削り、回復先を動かす。,クリオフリーズを確認するまでタクティカル・バイザーを急がない。ヘリックス・ロケットで防御・救助・移動スキルを使わせてから次の射線を作る。,メイが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,メイに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,メイの救助タイミングを読んで、タクティカル・バイザーやヘリックス・ロケットを二段目の圧に回す。先撃ちで受けを誘発しない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Illari,イラリー,サポート,support,イラリーの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,イラリーだけを深追いしない。まず撃てる敵を通常射撃で削り、回復先を動かす。,ヒーリング・パイロンを確認するまでタクティカル・バイザーを急がない。ヘリックス・ロケットで防御・救助・移動スキルを使わせてから次の射線を作る。,イラリーが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,イラリーに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,イラリーの救助タイミングを読んで、タクティカル・バイザーやヘリックス・ロケットを二段目の圧に回す。先撃ちで受けを誘発しない。,five_tier_rank_specific_advice_v50_9
Soldier76,ソルジャー76,Jetpack Cat,ジェットパック・キャット,サポート,air_or_long,ジェットパック・キャットの射線を長く受けず、1回のピークで圧を返す。,ジェットパック・キャットと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,空中移動や再ピークを見てからヘリックス・ロケットを合わせる。先に撃って外したら、スプリントで次の遮蔽へ戻る。,ジェットパック・キャットの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ジェットパック・キャットが見ている射線を先に読み、味方の前進と同時に横射線を作る。タクティカル・バイザーは射線を割った後に使う。,five_tier_rank_specific_advice_v50_9
