target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,composition_basic_tier,composition_category_summary_tier,detail_basic_plan_tier,matchup_category_tier,priority_target_summary_tier,matchup_reason_clarity_tier,diagnostic_uniqueness_tier,skill_wait_windows_tier,ultimate_decision_tier,rank_advice_quality_tier,free_preview_text,paid_unlock_text,monetization_note,entitlement_version
Soldier76,ソルジャー76,Reaper,リーパー,ダメージ,フランカー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、リーパーへの基本方針と対面カテゴリまでは無料で確認できる。,リーパーへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Vendetta,ヴェンデッタ,ダメージ,フランカー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ヴェンデッタへの基本方針と対面カテゴリまでは無料で確認できる。,ヴェンデッタへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Echo,エコー,ダメージ,リコン,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、エコーへの基本方針と対面カテゴリまでは無料で確認できる。,エコーへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Pharah,ファラ,ダメージ,リコン,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ファラへの基本方針と対面カテゴリまでは無料で確認できる。,ファラへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Symmetra,シンメトラ,ダメージ,スペシャリスト,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、シンメトラへの基本方針と対面カテゴリまでは無料で確認できる。,シンメトラへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Junkrat,ジャンクラット,ダメージ,スペシャリスト,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ジャンクラットへの基本方針と対面カテゴリまでは無料で確認できる。,ジャンクラットへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Torbjörn,トールビョーン,ダメージ,スペシャリスト,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、トールビョーンへの基本方針と対面カテゴリまでは無料で確認できる。,トールビョーンへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Bastion,バスティオン,ダメージ,スペシャリスト,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、バスティオンへの基本方針と対面カテゴリまでは無料で確認できる。,バスティオンへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Mei,メイ,ダメージ,スペシャリスト,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、メイへの基本方針と対面カテゴリまでは無料で確認できる。,メイへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Illari,イラリー,サポート,サバイバー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、イラリーへの基本方針と対面カテゴリまでは無料で確認できる。,イラリーへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ジェットパック・キャットへの基本方針と対面カテゴリまでは無料で確認できる。,ジェットパック・キャットへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Juno,ジュノ,サポート,サバイバー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ジュノへの基本方針と対面カテゴリまでは無料で確認できる。,ジュノへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Baptiste,バティスト,サポート,タクティシャン,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、バティストへの基本方針と対面カテゴリまでは無料で確認できる。,バティストへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Mercy,マーシー,サポート,メディック,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、マーシーへの基本方針と対面カテゴリまでは無料で確認できる。,マーシーへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Lifeweaver,ライフウィーバー,サポート,メディック,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ライフウィーバーへの基本方針と対面カテゴリまでは無料で確認できる。,ライフウィーバーへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Kiriko,キリコ,サポート,メディック,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、キリコへの基本方針と対面カテゴリまでは無料で確認できる。,キリコへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Brigitte,ブリギッテ,サポート,サバイバー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ブリギッテへの基本方針と対面カテゴリまでは無料で確認できる。,ブリギッテへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Moira,モイラ,サポート,メディック,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、モイラへの基本方針と対面カテゴリまでは無料で確認できる。,モイラへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Lúcio,ルシオ,サポート,タクティシャン,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ルシオへの基本方針と対面カテゴリまでは無料で確認できる。,ルシオへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Ana,アナ,サポート,タクティシャン,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、アナへの基本方針と対面カテゴリまでは無料で確認できる。,アナへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Wuyang,ウーヤン,サポート,サバイバー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ウーヤンへの基本方針と対面カテゴリまでは無料で確認できる。,ウーヤンへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Zenyatta,ゼニヤッタ,サポート,タクティシャン,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ゼニヤッタへの基本方針と対面カテゴリまでは無料で確認できる。,ゼニヤッタへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Soldier76,ソルジャー76,Mizuki,ミズキ,サポート,サバイバー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソルジャー76視点で、ミズキへの基本方針と対面カテゴリまでは無料で確認できる。,ミズキへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,D.Va,D.Va,タンク,イニシエーター,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、D.Vaへの基本方針と対面カテゴリまでは無料で確認できる。,D.Vaへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Winston,ウィンストン,タンク,イニシエーター,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、ウィンストンへの基本方針と対面カテゴリまでは無料で確認できる。,ウィンストンへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Doomfist,ドゥームフィスト,タンク,イニシエーター,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、ドゥームフィストへの基本方針と対面カテゴリまでは無料で確認できる。,ドゥームフィストへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Hazard,ハザード,タンク,ストールワート,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、ハザードへの基本方針と対面カテゴリまでは無料で確認できる。,ハザードへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Wrecking Ball,レッキング・ボール,タンク,イニシエーター,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、レッキング・ボールへの基本方針と対面カテゴリまでは無料で確認できる。,レッキング・ボールへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Zarya,ザリア,タンク,ブルーザー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、ザリアへの基本方針と対面カテゴリまでは無料で確認できる。,ザリアへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Junker Queen,ジャンカー・クイーン,タンク,ストールワート,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、ジャンカー・クイーンへの基本方針と対面カテゴリまでは無料で確認できる。,ジャンカー・クイーンへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Domina,ドミナ,タンク,ストールワート,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、ドミナへの基本方針と対面カテゴリまでは無料で確認できる。,ドミナへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Mauga,マウガ,タンク,ブルーザー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、マウガへの基本方針と対面カテゴリまでは無料で確認できる。,マウガへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Ramattra,ラマットラ,タンク,ストールワート,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、ラマットラへの基本方針と対面カテゴリまでは無料で確認できる。,ラマットラへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Roadhog,ロードホッグ,タンク,ブルーザー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、ロードホッグへの基本方針と対面カテゴリまでは無料で確認できる。,ロードホッグへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Orisa,オリーサ,タンク,ブルーザー,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、オリーサへの基本方針と対面カテゴリまでは無料で確認できる。,オリーサへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Sigma,シグマ,タンク,ストールワート,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、シグマへの基本方針と対面カテゴリまでは無料で確認できる。,シグマへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Reinhardt,ラインハルト,タンク,ストールワート,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、ラインハルトへの基本方針と対面カテゴリまでは無料で確認できる。,ラインハルトへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
Sojourn,ソジョーン,Ashe,アッシュ,ダメージ,シャープシューター,free,preview,free,preview,preview,paid,paid,paid,paid,paid,ソジョーン視点で、アッシュへの基本方針と対面カテゴリまでは無料で確認できる。,アッシュへの有利・不利理由、敵スキル待ち、アルティメット判断、ランク別助言は有料価値として扱う。,現段階では表示制限ではなくDB上の公開区分メタデータ。認証・決済実装時にこの区分を参照する。,v50.13
