target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,review_pattern,wave_goal,review_question,success_signal,mistake_signal,next_adjustment,vod_marker,micro_drill,source_first_check,review_version
Soldier76,ソルジャー76,Roadhog,ロードホッグ,タンク,ブルーザー,資源削り,ロードホッグを倒し切るより、防御資源を吐かせて後衛へ切り替える準備を作る。,この試合で「ロードホッグだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ロードホッグが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへメイン射撃とヘリックス・ロケットを移す。 次に正面で長く撃ち続けず、スプリントで射線を変えて敵の回復と防御を分散させる。できていれば成功。,ロードホッグだけに射撃時間を使い、後衛や横のダメージを見られなくなる。,次の試合ではロードホッグを削った後、防御・救助・移動スキルを使わせた時点で別の敵へ照準を移す。,ロードホッグへ撃った時間と、後衛へ切り替えた瞬間を確認する。,次の試合ではロードホッグを倒すことより、確認、攻撃、退避の順番を崩さない。,ロードホッグだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,v50.18
Soldier76,ソルジャー76,Orisa,オリーサ,タンク,ブルーザー,資源削り,オリーサを倒し切るより、防御資源を吐かせて後衛へ切り替える準備を作る。,この試合で「オリーサだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,オリーサが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへメイン射撃とヘリックス・ロケットを移す。 次に正面で長く撃ち続けず、スプリントで射線を変えて敵の回復と防御を分散させる。できていれば成功。,オリーサだけに射撃時間を使い、後衛や横のダメージを見られなくなる。,次の試合ではオリーサを削った後、防御・救助・移動スキルを使わせた時点で別の敵へ照準を移す。,オリーサへ撃った時間と、後衛へ切り替えた瞬間を確認する。,次の試合ではオリーサを倒すことより、確認、攻撃、退避の順番を崩さない。,オリーサだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,v50.18
Soldier76,ソルジャー76,Sigma,シグマ,タンク,ストールワート,資源削り,シグマを倒し切るより、防御資源を吐かせて後衛へ切り替える準備を作る。,この試合で「シグマだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,シグマが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへメイン射撃とヘリックス・ロケットを移す。 次に正面で長く撃ち続けず、スプリントで射線を変えて敵の回復と防御を分散させる。できていれば成功。,シグマだけに射撃時間を使い、後衛や横のダメージを見られなくなる。,次の試合ではシグマを削った後、防御・救助・移動スキルを使わせた時点で別の敵へ照準を移す。,シグマへ撃った時間と、後衛へ切り替えた瞬間を確認する。,次の試合ではシグマを倒すことより、確認、攻撃、退避の順番を崩さない。,シグマだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,v50.18
Soldier76,ソルジャー76,Reinhardt,ラインハルト,タンク,ストールワート,資源削り,ラインハルトを倒し切るより、防御資源を吐かせて後衛へ切り替える準備を作る。,この試合で「ラインハルトだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ラインハルトが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへメイン射撃とヘリックス・ロケットを移す。 次に正面で長く撃ち続けず、スプリントで射線を変えて敵の回復と防御を分散させる。できていれば成功。,ラインハルトだけに射撃時間を使い、後衛や横のダメージを見られなくなる。,次の試合ではラインハルトを削った後、防御・救助・移動スキルを使わせた時点で別の敵へ照準を移す。,ラインハルトへ撃った時間と、後衛へ切り替えた瞬間を確認する。,次の試合ではラインハルトを倒すことより、確認、攻撃、退避の順番を崩さない。,ラインハルトだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,v50.18
Soldier76,ソルジャー76,Ashe,アッシュ,ダメージ,シャープシューター,射線管理,アッシュの正面射線を避け、短い別射線で一度だけ体力差を作る。,この試合で「アッシュの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,アッシュが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。 次に一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。できていれば成功。,同じ場所から再ピークして、アッシュに照準を置かれたまま勝負する。,次の試合では1回撃ったらスプリントで射線を変え、同じ位置を使わない。,アッシュに見られていた時間、再ピークした場所、射線変更できたかを確認する。,次の試合ではアッシュを倒すことより、確認、攻撃、退避の順番を崩さない。,アッシュの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,v50.18
Soldier76,ソルジャー76,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,射線管理,ウィドウメイカーの正面射線を避け、短い別射線で一度だけ体力差を作る。,この試合で「ウィドウメイカーの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ウィドウメイカーが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。 次に一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。できていれば成功。,同じ場所から再ピークして、ウィドウメイカーに照準を置かれたまま勝負する。,次の試合では1回撃ったらスプリントで射線を変え、同じ位置を使わない。,ウィドウメイカーに見られていた時間、再ピークした場所、射線変更できたかを確認する。,次の試合ではウィドウメイカーを倒すことより、確認、攻撃、退避の順番を崩さない。,ウィドウメイカーの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,v50.18
Soldier76,ソルジャー76,Emre,エムレ,ダメージ,スペシャリスト,射線管理,エムレの正面射線を避け、短い別射線で一度だけ体力差を作る。,この試合で「エムレの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,エムレが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。 次に一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。できていれば成功。,同じ場所から再ピークして、エムレに照準を置かれたまま勝負する。,次の試合では1回撃ったらスプリントで射線を変え、同じ位置を使わない。,エムレに見られていた時間、再ピークした場所、射線変更できたかを確認する。,次の試合ではエムレを倒すことより、確認、攻撃、退避の順番を崩さない。,エムレの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,v50.18
Soldier76,ソルジャー76,Cassidy,キャスディ,ダメージ,シャープシューター,射線管理,キャスディの正面射線を避け、短い別射線で一度だけ体力差を作る。,この試合で「キャスディの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,キャスディが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。 次に一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。できていれば成功。,同じ場所から再ピークして、キャスディに照準を置かれたまま勝負する。,次の試合では1回撃ったらスプリントで射線を変え、同じ位置を使わない。,キャスディに見られていた時間、再ピークした場所、射線変更できたかを確認する。,次の試合ではキャスディを倒すことより、確認、攻撃、退避の順番を崩さない。,キャスディの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,v50.18
Soldier76,ソルジャー76,Sojourn,ソジョーン,ダメージ,シャープシューター,射線管理,ソジョーンの正面射線を避け、短い別射線で一度だけ体力差を作る。,この試合で「ソジョーンの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ソジョーンが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。 次に一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。できていれば成功。,同じ場所から再ピークして、ソジョーンに照準を置かれたまま勝負する。,次の試合では1回撃ったらスプリントで射線を変え、同じ位置を使わない。,ソジョーンに見られていた時間、再ピークした場所、射線変更できたかを確認する。,次の試合ではソジョーンを倒すことより、確認、攻撃、退避の順番を崩さない。,ソジョーンの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,v50.18
Soldier76,ソルジャー76,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,射線管理,ソルジャー76の正面射線を避け、短い別射線で一度だけ体力差を作る。,この試合で「ソルジャー76の正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ソルジャー76が照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。 次に一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。できていれば成功。,同じ場所から再ピークして、ソルジャー76に照準を置かれたまま勝負する。,次の試合では1回撃ったらスプリントで射線を変え、同じ位置を使わない。,ソルジャー76に見られていた時間、再ピークした場所、射線変更できたかを確認する。,次の試合ではソルジャー76を倒すことより、確認、攻撃、退避の順番を崩さない。,ソルジャー76の正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,v50.18
Soldier76,ソルジャー76,Hanzo,ハンゾー,ダメージ,シャープシューター,射線管理,ハンゾーの正面射線を避け、短い別射線で一度だけ体力差を作る。,この試合で「ハンゾーの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ハンゾーが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。 次に一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。できていれば成功。,同じ場所から再ピークして、ハンゾーに照準を置かれたまま勝負する。,次の試合では1回撃ったらスプリントで射線を変え、同じ位置を使わない。,ハンゾーに見られていた時間、再ピークした場所、射線変更できたかを確認する。,次の試合ではハンゾーを倒すことより、確認、攻撃、退避の順番を崩さない。,ハンゾーの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,v50.18
Soldier76,ソルジャー76,Freja,フレイヤ,ダメージ,リコン,射線管理,フレイヤの正面射線を避け、短い別射線で一度だけ体力差を作る。,この試合で「フレイヤの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,フレイヤが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。 次に一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。できていれば成功。,同じ場所から再ピークして、フレイヤに照準を置かれたまま勝負する。,次の試合では1回撃ったらスプリントで射線を変え、同じ位置を使わない。,フレイヤに見られていた時間、再ピークした場所、射線変更できたかを確認する。,次の試合ではフレイヤを倒すことより、確認、攻撃、退避の順番を崩さない。,フレイヤの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,v50.18
Soldier76,ソルジャー76,Anran,アンラン,ダメージ,フランカー,再突入確認,アンランの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「アンランの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,アンランが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,アンランを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へヘリックス・ロケットを残す。,アンランを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではアンランを倒すことより、確認、攻撃、退避の順番を崩さない。,アンランの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,v50.18
Soldier76,ソルジャー76,Genji,ゲンジ,ダメージ,フランカー,再突入確認,ゲンジの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「ゲンジの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ゲンジが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,ゲンジを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へヘリックス・ロケットを残す。,ゲンジを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではゲンジを倒すことより、確認、攻撃、退避の順番を崩さない。,ゲンジの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,v50.18
Soldier76,ソルジャー76,Shion,シオン,ダメージ,フランカー,再突入確認,シオンの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「シオンの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,シオンが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,シオンを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へヘリックス・ロケットを残す。,シオンを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではシオンを倒すことより、確認、攻撃、退避の順番を崩さない。,シオンの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,v50.18
Soldier76,ソルジャー76,Sombra,ソンブラ,ダメージ,リコン,再突入確認,ソンブラの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「ソンブラの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ソンブラが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,ソンブラを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へヘリックス・ロケットを残す。,ソンブラを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではソンブラを倒すことより、確認、攻撃、退避の順番を崩さない。,ソンブラの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,v50.18
Soldier76,ソルジャー76,Tracer,トレーサー,ダメージ,フランカー,再突入確認,トレーサーの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「トレーサーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,トレーサーが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,トレーサーを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へヘリックス・ロケットを残す。,トレーサーを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではトレーサーを倒すことより、確認、攻撃、退避の順番を崩さない。,トレーサーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,v50.18
Soldier76,ソルジャー76,Venture,ベンチャー,ダメージ,フランカー,再突入確認,ベンチャーの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「ベンチャーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ベンチャーが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,ベンチャーを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へヘリックス・ロケットを残す。,ベンチャーを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではベンチャーを倒すことより、確認、攻撃、退避の順番を崩さない。,ベンチャーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,v50.18
