target_id,target_ja,enemy_id,enemy_ja,enemy_role,priority_class,priority_score,first_watch_rule,pressure_rule,do_not_chase_rule,swap_condition,reason
Soldier76,ソルジャー76,Junkrat,ジャンクラット,ダメージ,pressure_only,6.5,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ジャンクラットは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,ソルジャー76,Torbjörn,トールビョーン,ダメージ,pressure_only,6.1,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,トールビョーンは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,ソルジャー76,Bastion,バスティオン,ダメージ,pressure_only,6.0,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,バスティオンは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,ソルジャー76,Mei,メイ,ダメージ,pressure_only,6.5,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,メイは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,ソルジャー76,Illari,イラリー,サポート,focus_first,7.5,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,イラリーは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,ソルジャー76,Jetpack Cat,ジェットパック・キャット,サポート,punish_late,8.6,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ジェットパック・キャットは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,ソルジャー76,Juno,ジュノ,サポート,focus_first,8.8,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ジュノは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,ソルジャー76,Baptiste,バティスト,サポート,focus_first,7.6,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,バティストは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,ソルジャー76,Mercy,マーシー,サポート,pressure_only,6.7,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,マーシーは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,ソルジャー76,Lifeweaver,ライフウィーバー,サポート,punish_late,6.9,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ライフウィーバーは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,ソルジャー76,Kiriko,キリコ,サポート,punish_late,7.4,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,キリコは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,ソルジャー76,Brigitte,ブリギッテ,サポート,punish_late,6.9,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ブリギッテは先に追わず、移動・防御・救助を使った後にヘリックス・ロケットで確定できる体力まで待つ。
Soldier76,ソルジャー76,Moira,モイラ,サポート,pressure_only,6.7,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,モイラは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,ソルジャー76,Lúcio,ルシオ,サポート,pressure_only,6.5,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ルシオは倒し切りより、タンクは削って回復を使わせる対象。深追いせず回復・防御を使わせる。
Soldier76,ソルジャー76,Ana,アナ,サポート,focus_first,8.1,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,アナは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,ソルジャー76,Wuyang,ウーヤン,サポート,focus_first,7.2,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ウーヤンは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,ソルジャー76,Zenyatta,ゼニヤッタ,サポート,focus_first,7.8,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ゼニヤッタは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Soldier76,ソルジャー76,Mizuki,ミズキ,サポート,focus_first,7.2,逃げにくいサポートと空中・高台の射線役,タンクは削って回復を使わせる,高機動の敵は移動スキル後だけ追う,ヘリックス・ロケットで確定できる体力まで待つ,ミズキは逃げにくいサポートと空中・高台の射線役に該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,D.Va,D.Va,タンク,pressure_only,6.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,D.Vaは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Winston,ウィンストン,タンク,pressure_only,6.5,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ウィンストンは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Doomfist,ドゥームフィスト,タンク,punish_late,7.1,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ドゥームフィストは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,ソジョーン,Hazard,ハザード,タンク,pressure_only,5.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ハザードは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Wrecking Ball,レッキング・ボール,タンク,pressure_only,6.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,レッキング・ボールは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Zarya,ザリア,タンク,pressure_only,5.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ザリアは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Junker Queen,ジャンカー・クイーン,タンク,pressure_only,6.3,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ジャンカー・クイーンは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Domina,ドミナ,タンク,pressure_only,5.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ドミナは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Mauga,マウガ,タンク,pressure_only,5.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,マウガは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Ramattra,ラマットラ,タンク,pressure_only,5.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ラマットラは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Roadhog,ロードホッグ,タンク,pressure_only,6.3,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ロードホッグは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Orisa,オリーサ,タンク,pressure_only,5.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,オリーサは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Sigma,シグマ,タンク,pressure_only,5.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,シグマは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Reinhardt,ラインハルト,タンク,pressure_only,5.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ラインハルトは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Ashe,アッシュ,ダメージ,focus_first,6.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,アッシュはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Widowmaker,ウィドウメイカー,ダメージ,focus_first,7.3,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ウィドウメイカーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Emre,エムレ,ダメージ,focus_first,6.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,エムレはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Cassidy,キャスディ,ダメージ,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,キャスディはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Sojourn,ソジョーン,ダメージ,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ソジョーンはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Soldier: 76,ソルジャー76,ダメージ,focus_first,6.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ソルジャー76はレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Hanzo,ハンゾー,ダメージ,focus_first,7.1,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ハンゾーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Freja,フレイヤ,ダメージ,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,フレイヤはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Anran,アンラン,ダメージ,punish_late,6.5,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,アンランは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,ソジョーン,Genji,ゲンジ,ダメージ,focus_first,7.9,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ゲンジはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Shion,シオン,ダメージ,punish_late,7.5,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,シオンは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,ソジョーン,Sombra,ソンブラ,ダメージ,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ソンブラはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Tracer,トレーサー,ダメージ,pressure_only,6.2,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,トレーサーは倒し切りより、大型タンクはチャージ源として撃つ対象。深追いせず回復・防御を使わせる。
Sojourn,ソジョーン,Venture,ベンチャー,ダメージ,focus_first,6.8,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ベンチャーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Reaper,リーパー,ダメージ,focus_first,6.6,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,リーパーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Vendetta,ヴェンデッタ,ダメージ,punish_late,6.5,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ヴェンデッタは先に追わず、移動・防御・救助を使った後にレールガンが溜まった瞬間に撃破対象へ切り替える。
Sojourn,ソジョーン,Echo,エコー,ダメージ,focus_first,7.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,エコーはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
Sojourn,ソジョーン,Pharah,ファラ,ダメージ,focus_first,7.7,レールガンで倒せるダメージ・サポート,大型タンクはチャージ源として撃つ,横移動の速い敵へ未チャージで深追いしない,レールガンが溜まった瞬間に撃破対象へ切り替える,ファラはレールガンで倒せるダメージ・サポートに該当するため、人数差を作る最初の候補にする。
