target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,depth_archetype,first_check,commit_window,reset_rule,practice_question,depth_summary,duplication_guardrail,source_cue,depth_version
Soldier76,ソルジャー76,Roadhog,ロードホッグ,タンク,ブルーザー,高耐久資源を削って後衛へ切り替えるタンク,ロードホッグだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,ロードホッグが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへメイン射撃とヘリックス・ロケットを移す。,正面で長く撃ち続けず、スプリントで射線を変えて敵の回復と防御を分散させる。,試合後に「ロードホッグの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対ロードホッグは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ロードホッグへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ロードホッグのテイク・ア・ブリーザー、チェイン・フック、ピッグペンを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Orisa,オリーサ,タンク,ブルーザー,高耐久資源を削って後衛へ切り替えるタンク,オリーサだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,オリーサが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへメイン射撃とヘリックス・ロケットを移す。,正面で長く撃ち続けず、スプリントで射線を変えて敵の回復と防御を分散させる。,試合後に「オリーサの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対オリーサは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,オリーサへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,オリーサのフォーティファイ、ジャベリン・スピン、エネルギー・ジャベリンを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Sigma,シグマ,タンク,ストールワート,高耐久資源を削って後衛へ切り替えるタンク,シグマだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,シグマが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへメイン射撃とヘリックス・ロケットを移す。,正面で長く撃ち続けず、スプリントで射線を変えて敵の回復と防御を分散させる。,試合後に「シグマの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対シグマは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,シグマへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,シグマのエクスペリメンタル・バリア、キネティック・グラスプ、アクリーションを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Reinhardt,ラインハルト,タンク,ストールワート,高耐久資源を削って後衛へ切り替えるタンク,ラインハルトだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,ラインハルトが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへメイン射撃とヘリックス・ロケットを移す。,正面で長く撃ち続けず、スプリントで射線を変えて敵の回復と防御を分散させる。,試合後に「ラインハルトの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対ラインハルトは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ラインハルトへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ラインハルトのバリア・フィールド、チャージ、アースシャターを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Ashe,アッシュ,ダメージ,シャープシューター,長射線で先に体力差を作る敵,アッシュの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,アッシュが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。,一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「アッシュの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対アッシュは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,アッシュへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,アッシュのコーチ・ガン、ダイナマイト、B.O.Bを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,長射線で先に体力差を作る敵,ウィドウメイカーの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,ウィドウメイカーが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。,一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「ウィドウメイカーの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対ウィドウメイカーは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ウィドウメイカーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ウィドウメイカーのグラップリング・フック、ヴェノム・マイン、ウィドウズ・キスを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Emre,エムレ,ダメージ,スペシャリスト,長射線で先に体力差を作る敵,エムレの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,エムレが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。,一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「エムレの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対エムレは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,エムレへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,エムレのオルタード・バイタル、サイバー・フラグ、シンセティック・バースト・ライフルを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Cassidy,キャスディ,ダメージ,シャープシューター,長射線で先に体力差を作る敵,キャスディの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,キャスディが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。,一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「キャスディの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対キャスディは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,キャスディへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,キャスディのコンバット・ロール、フラッシュバン、デッド・アイを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Sojourn,ソジョーン,ダメージ,シャープシューター,長射線で先に体力差を作る敵,ソジョーンの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,ソジョーンが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。,一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「ソジョーンの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対ソジョーンは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ソジョーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ソジョーンのパワー・スライド、ディスラプター・ショット、レールガンを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,長射線で先に体力差を作る敵,ソルジャー76の正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,ソルジャー76が照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。,一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「ソルジャー76の何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対ソルジャー76は、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ソルジャー76への説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,相手がヘリックス・ロケットを使った直後、またはバイオティック・フィールドを置いた直後,v50.17
Soldier76,ソルジャー76,Hanzo,ハンゾー,ダメージ,シャープシューター,長射線で先に体力差を作る敵,ハンゾーの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,ハンゾーが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。,一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「ハンゾーの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対ハンゾーは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ハンゾーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ハンゾーの体術、壁登り、電光石火を見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Freja,フレイヤ,ダメージ,リコン,長射線で先に体力差を作る敵,フレイヤの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,フレイヤが照準を別方向へ向けた瞬間、または遮蔽移動中にメイン射撃とヘリックス・ロケットを差し込む。,一度撃った位置は読まれるため、スプリントで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「フレイヤの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対フレイヤは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,フレイヤへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,フレイヤのクイック・ダッシュ、アップドラフト、ボーラ・ショットを見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Anran,アンラン,ダメージ,フランカー,ダイブ経路・帰り道・再突入を分けるフランカー,アンランの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,アンランが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。,追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。,試合後に「アンランの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対アンランは、ダイブ経路・帰り道・再突入を分けるフランカーとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,アンランへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,アンランの熠閃舞、朱魂返、怒炎衝を見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Genji,ゲンジ,ダメージ,フランカー,ダイブ経路・帰り道・再突入を分けるフランカー,ゲンジの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,ゲンジが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。,追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。,試合後に「ゲンジの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対ゲンジは、ダイブ経路・帰り道・再突入を分けるフランカーとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ゲンジへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ゲンジの木の葉返し、風斬り、サイバー体術を見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Shion,シオン,ダメージ,フランカー,ダイブ経路・帰り道・再突入を分けるフランカー,シオンの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,シオンが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。,追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。,試合後に「シオンの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対シオンは、ダイブ経路・帰り道・再突入を分けるフランカーとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,シオンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,シオンの回避、凶走、罰を見た直後。見ていない時は遮蔽を優先する。,v50.17
Soldier76,ソルジャー76,Sombra,ソンブラ,ダメージ,リコン,ダイブ経路・帰り道・再突入を分けるフランカー,ソンブラの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。,ソンブラが移動スキルを切った直後にメイン射撃とヘリックス・ロケットを硬直に合わせ、倒し切れない時は追わない。,追撃で味方から離れず、スプリントで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。,試合後に「ソンブラの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,ソルジャー76対ソンブラは、ダイブ経路・帰り道・再突入を分けるフランカーとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ソンブラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ソンブラのハック、EMP、トランズロケーターを見た直後。見ていない時は遮蔽を優先する。,v50.17
