hero_id,matchup_rating,composition_tags,key_enemy_skills.respect,key_enemy_skills.punish_after,key_enemy_skills.ultimate_check,diagnosis_snippets.positioning,diagnosis_snippets.target_priority
Roadhog,7.4,"[""heavy_frontline"", ""save_sustain""]","[""チェイン・フック"", ""テイク・ア・ブリーザー"", ""チェイン・フック""]","[""チェイン・フック"", ""ピッグペン"", ""テイク・ア・ブリーザー""]","[""チェイン・フック"", ""テイク・ア・ブリーザー""]",ロードホッグにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。チェイン・フック・テイク・ア・ブリーザーが残る間は壁裏へ戻る準備を持つ。,優先度は、チェイン・フック・ピッグペンの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Orisa,6.3,"[""heavy_frontline"", ""save_sustain""]","[""エネルギー・ジャベリン"", ""フォーティファイ"", ""ジャベリン・スピン""]","[""エネルギー・ジャベリン"", ""フォーティファイ"", ""ジャベリン・スピン""]","[""エネルギー・ジャベリン"", ""フォーティファイ"", ""ジャベリン・スピン""]",オリーサにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。エネルギー・ジャベリン・フォーティファイが残る間は壁裏へ戻る準備を持つ。,優先度は、エネルギー・ジャベリン・フォーティファイの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Sigma,5.6,"[""long_range_threat"", ""heavy_frontline"", ""save_sustain""]","[""アクリーション"", ""エクスペリメンタル・バリア"", ""キネティック・グラスプ""]","[""アクリーション"", ""エクスペリメンタル・バリア"", ""キネティック・グラスプ""]","[""アクリーション"", ""エクスペリメンタル・バリア"", ""キネティック・グラスプ""]",シグマにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。アクリーション・エクスペリメンタル・バリアが残る間は壁裏へ戻る準備を持つ。,優先度は、アクリーション・エクスペリメンタル・バリアの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Reinhardt,6.9,"[""heavy_frontline"", ""save_sustain""]","[""アースシャター"", ""バリア・フィールド"", ""チャージ""]","[""チャージ"", ""バリア・フィールド""]","[""アースシャター"", ""バリア・フィールド""]",ラインハルトにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。アースシャター・バリア・フィールドが残る間は壁裏へ戻る準備を持つ。,優先度は、チャージ・バリア・フィールドの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Ashe,3.4,"[""long_range_threat""]","[""B.O.B"", ""ダイナマイト""]","[""コーチ・ガン"", ""ダイナマイト""]","[""B.O.B""]",アッシュにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。B.O.B・ダイナマイトが残る間は壁裏へ戻る準備を持つ。,優先度は、コーチ・ガン・ダイナマイトの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Widowmaker,3.0,"[""long_range_threat""]","[""ウィドウズ・キス"", ""ヴェノム・マイン""]","[""グラップリング・フック"", ""ヴェノム・マイン""]","[""ウィドウズ・キス""]",ウィドウメイカーにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。ウィドウズ・キス・ヴェノム・マインが残る間は壁裏へ戻る準備を持つ。,優先度は、グラップリング・フック・ヴェノム・マインの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Emre,4.1,"[""long_range_threat""]","[""シンセティック・バースト・ライフル"", ""オーバーライド・プロトコル"", ""サイバー・フラグ""]","[""オルタード・バイタル"", ""サイバー・フラグ""]","[""シンセティック・バースト・ライフル"", ""オーバーライド・プロトコル""]",エムレにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。シンセティック・バースト・ライフル・オーバーライド・プロトコルが残る間は壁裏へ戻る準備を持つ。,優先度は、オルタード・バイタル・サイバー・フラグの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Cassidy,3.8,"[""long_range_threat""]","[""デッド・アイ"", ""フラッシュバン""]","[""コンバット・ロール"", ""フラッシュバン""]","[""デッド・アイ""]",キャスディにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。デッド・アイ・フラッシュバンが残る間は壁裏へ戻る準備を持つ。,優先度は、コンバット・ロール・フラッシュバンの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Sojourn,3.6,"[""dive_threat"", ""long_range_threat""]","[""レールガン"", ""オーバークロック"", ""ディスラプター・ショット""]","[""パワー・スライド"", ""ディスラプター・ショット""]","[""レールガン"", ""オーバークロック""]",ソジョーンにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。レールガン・オーバークロックが残る間は壁裏へ戻る準備を持つ。,優先度は、パワー・スライド・ディスラプター・ショットの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Soldier: 76,4.0,"[""long_range_threat""]","[""タクティカル・バイザー"", ""バイオティック・フィールド"", ""ヘリックス・ロケット""]","[""スプリント"", ""ヘリックス・ロケット"", ""バイオティック・フィールド""]","[""タクティカル・バイザー"", ""バイオティック・フィールド""]",ソルジャー76にはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。タクティカル・バイザー・バイオティック・フィールドが残る間は壁裏へ戻る準備を持つ。,優先度は、スプリント・ヘリックス・ロケットの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Hanzo,3.9,"[""long_range_threat""]","[""龍撃波"", ""電光石火"", ""鳴響矢水""]","[""体術"", ""壁登り"", ""電光石火""]","[""龍撃波""]",ハンゾーにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。龍撃波・電光石火が残る間は壁裏へ戻る準備を持つ。,優先度は、体術・壁登りの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Freja,4.0,"[""dive_threat"", ""aerial_pressure"", ""long_range_threat""]","[""ボーラ・ショット"", ""ボーラ・ショット"", ""テイク・エイム""]","[""クイック・ダッシュ"", ""アップドラフト"", ""ボーラ・ショット""]","[""ボーラ・ショット""]",フレイヤにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。ボーラ・ショットが残る間は壁裏へ戻る準備を持つ。,優先度は、クイック・ダッシュ・アップドラフトの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Anran,4.3,"[""dive_threat"", ""flank_threat""]","[""焚身焔"", ""怒炎衝"", ""朱羽焚""]","[""熠閃舞"", ""朱魂返"", ""怒炎衝""]","[""焚身焔""]",アンランにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。焚身焔・怒炎衝が残る間は壁裏へ戻る準備を持つ。,優先度は、熠閃舞・朱魂返の後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Genji,4.1,"[""dive_threat"", ""flank_threat""]","[""龍撃剣"", ""木の葉返し"", ""風斬り""]","[""風斬り"", ""サイバー体術"", ""風斬り""]","[""龍撃剣"", ""木の葉返し""]",ゲンジにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。龍撃剣・木の葉返しが残る間は壁裏へ戻る準備を持つ。,優先度は、風斬り・サイバー体術の後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Shion,4.0,"[""dive_threat"", ""flank_threat""]","[""罰"", ""殺戮"", ""凶走""]","[""回避"", ""凶走"", ""凶走""]","[""罰"", ""殺戮""]",シオンにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。罰・殺戮が残る間は壁裏へ戻る準備を持つ。,優先度は、回避・凶走の後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Sombra,4.1,"[""dive_threat"", ""flank_threat""]","[""EMP"", ""ハック"", ""EMP""]","[""トランズロケーター"", ""ステルス"", ""ハック""]","[""EMP"", ""ハック"", ""EMP""]",ソンブラにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。EMP・ハックが残る間は壁裏へ戻る準備を持つ。,優先度は、トランズロケーター・ステルスの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Tracer,4.0,"[""dive_threat"", ""flank_threat""]","[""パルス・ボム"", ""リコール"", ""ブリンク""]","[""ブリンク"", ""リコール"", ""ブリンク""]","[""パルス・ボム"", ""リコール""]",トレーサーにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。パルス・ボム・リコールが残る間は壁裏へ戻る準備を持つ。,優先度は、ブリンク・リコールの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Venture,4.6,"[""dive_threat"", ""flank_threat""]","[""テクトニック・ショック"", ""バロー"", ""ドリル・ダッシュ""]","[""バロー"", ""ドリル・ダッシュ"", ""ドリル・ダッシュ""]","[""テクトニック・ショック"", ""バロー""]",ベンチャーにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。テクトニック・ショック・バローが残る間は壁裏へ戻る準備を持つ。,優先度は、バロー・ドリル・ダッシュの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Reaper,6.4,"[""dive_threat"", ""flank_threat""]","[""デス・ブロッサム"", ""レイス・フォーム"", ""シャドウ・ステップ""]","[""レイス・フォーム"", ""シャドウ・ステップ"", ""シャドウ・ステップ""]","[""デス・ブロッサム"", ""レイス・フォーム""]",リーパーにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。デス・ブロッサム・レイス・フォームが残る間は壁裏へ戻る準備を持つ。,優先度は、レイス・フォーム・シャドウ・ステップの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Vendetta,4.6,"[""dive_threat"", ""flank_threat""]","[""サンダリング・ブレード"", ""ウォーディング・スタンス"", ""ワールウィンド""]","[""ソアリング・スライス"", ""ワールウィンド"", ""ソアリング・スライス""]","[""サンダリング・ブレード"", ""ウォーディング・スタンス""]",ヴェンデッタにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。サンダリング・ブレード・ウォーディング・スタンスが残る間は壁裏へ戻る準備を持つ。,優先度は、ソアリング・スライス・ワールウィンドの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Echo,5.0,"[""dive_threat"", ""aerial_pressure""]","[""コピー"", ""スティッキー・ボム"", ""フォーカス・ビーム""]","[""フライト"", ""スティッキー・ボム"", ""フォーカス・ビーム""]","[""コピー""]",エコーにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。コピー・スティッキー・ボムが残る間は壁裏へ戻る準備を持つ。,優先度は、フライト・スティッキー・ボムの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Pharah,5.7,"[""dive_threat"", ""aerial_pressure""]","[""バレッジ"", ""コンカッシブ・ブラスト""]","[""ジャンプ・ジェット"", ""ジェット・ダッシュ"", ""コンカッシブ・ブラスト""]","[""バレッジ""]",ファラにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。バレッジ・コンカッシブ・ブラストが残る間は壁裏へ戻る準備を持つ。,優先度は、ジャンプ・ジェット・ダッシュの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Symmetra,6.0,"[""balanced_pressure""]","[""フォトン・バリア"", ""フォトン・バリア"", ""セントリー・タレット""]","[""テレポーター"", ""セントリー・タレット"", ""テレポーター""]","[""フォトン・バリア"", ""フォトン・バリア""]",シンメトラにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。フォトン・バリアが残る間は壁裏へ戻る準備を持つ。,優先度は、テレポーター・セントリー・タレットの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Junkrat,6.6,"[""balanced_pressure""]","[""RIPタイヤ"", ""スティール・トラップ"", ""コンカッション・マイン""]","[""コンカッション・マイン"", ""スティール・トラップ"", ""コンカッション・マイン""]","[""RIPタイヤ""]",ジャンクラットにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。RIPタイヤ・スティール・トラップが残る間は壁裏へ戻る準備を持つ。,優先度は、コンカッション・マイン・スティール・トラップの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Torbjörn,5.7,"[""balanced_pressure""]","[""モルテン・コア"", ""オーバーロード"", ""タレット""]","[""タレット"", ""オーバーロード""]","[""モルテン・コア"", ""オーバーロード""]",トールビョーンにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。モルテン・コア・オーバーロードが残る間は壁裏へ戻る準備を持つ。,優先度は、タレット・オーバーロードの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Bastion,5.3,"[""long_range_threat""]","[""砲台モード"", ""強襲モード"", ""A-36タクティカル・グレネード""]","[""強襲モード"", ""A-36タクティカル・グレネード""]","[""砲台モード""]",バスティオンにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。砲台モード・強襲モードが残る間は壁裏へ戻る準備を持つ。,優先度は、強襲モード・A-36タクティカル・グレネードの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Mei,5.5,"[""save_sustain""]","[""ブリザード"", ""クリオフリーズ"", ""アイス・ウォール""]","[""アイス・ウォール"", ""クリオフリーズ"", ""アイス・ウォール""]","[""ブリザード"", ""アイス・ウォール"", ""クリオフリーズ""]",メイにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。ブリザード・クリオフリーズが残る間は壁裏へ戻る準備を持つ。,優先度は、アイス・ウォール・クリオフリーズの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Illari,4.4,"[""long_range_threat""]","[""キャプティブ・サン"", ""ヒーリング・パイロン"", ""アウトバースト""]","[""アウトバースト"", ""アウトバースト"", ""ヒーリング・パイロン""]","[""キャプティブ・サン"", ""ヒーリング・パイロン""]",イラリーにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。キャプティブ・サン・ヒーリング・パイロンが残る間は壁裏へ戻る準備を持つ。,優先度は、アウトバーストの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Jetpack Cat,4.4,"[""dive_threat"", ""aerial_pressure"", ""save_sustain""]","[""キャットナッパー"", ""ゴロゴロ"", ""キャットナッパー""]","[""ワイルド・フライト"", ""キャットナッパー"", ""ワイルド・フライト""]","[""キャットナッパー"", ""ゴロゴロ""]",ジェットパック・キャットにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。キャットナッパー・ゴロゴロが残る間は壁裏へ戻る準備を持つ。,優先度は、ワイルド・フライト・キャットナッパーの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Juno,4.5,"[""dive_threat"", ""aerial_pressure"", ""save_sustain""]","[""オービタル・レイ"", ""ハイパーリング"", ""オービタル・レイ""]","[""グライド・ブースト"", ""パルサー・トーピード"", ""ハイパーリング""]","[""オービタル・レイ"", ""ハイパーリング"", ""オービタル・レイ""]",ジュノにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。オービタル・レイ・ハイパーリングが残る間は壁裏へ戻る準備を持つ。,優先度は、グライド・ブースト・パルサー・トーピードの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Baptiste,4.2,"[""long_range_threat"", ""save_sustain""]","[""アンプリフィケーション・マトリックス"", ""イモータリティ・フィールド"", ""イモータリティ・フィールド""]","[""イモータリティ・フィールド"", ""イモータリティ・フィールド"", ""リジェネ・バースト""]","[""アンプリフィケーション・マトリックス"", ""イモータリティ・フィールド"", ""リジェネ・バースト""]",バティストにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。アンプリフィケーション・マトリックス・イモータリティ・フィールドが残る間は壁裏へ戻る準備を持つ。,優先度は、イモータリティ・フィールドの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Mercy,5.0,"[""dive_threat"", ""aerial_pressure"", ""save_sustain""]","[""ヴァルキリー"", ""蘇生"", ""ガーディアン・エンジェル""]","[""ガーディアン・エンジェル"", ""蘇生"", ""ガーディアン・エンジェル""]","[""ヴァルキリー"", ""蘇生"", ""ガーディアン・エンジェル""]",マーシーにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。ヴァルキリー・蘇生が残る間は壁裏へ戻る準備を持つ。,優先度は、ガーディアン・エンジェル・蘇生の後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Lifeweaver,5.3,"[""save_sustain""]","[""命の樹"", ""ライフグリップ"", ""ライフグリップ""]","[""ペタル・プラットフォーム"", ""若返りの風"", ""ライフグリップ""]","[""命の樹"", ""ライフグリップ"", ""ペタル・プラットフォーム""]",ライフウィーバーにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。命の樹・ライフグリップが残る間は壁裏へ戻る準備を持つ。,優先度は、ペタル・プラットフォーム・若返りの風の後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Kiriko,4.5,"[""dive_threat"", ""save_sustain""]","[""狐走り"", ""鈴のご加護"", ""鈴のご加護""]","[""神出鬼没"", ""鈴のご加護"", ""鈴のご加護""]","[""狐走り"", ""鈴のご加護"", ""神出鬼没""]",キリコにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。狐走り・鈴のご加護が残る間は壁裏へ戻る準備を持つ。,優先度は、神出鬼没・鈴のご加護の後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Brigitte,5.8,"[""save_sustain""]","[""ラリー"", ""バリア・シールド"", ""ラリー""]","[""シールド・バッシュ"", ""ウィップ・ショット"", ""バリア・シールド""]","[""ラリー"", ""リペア・パック"", ""ラリー""]",ブリギッテにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。ラリー・バリア・シールドが残る間は壁裏へ戻る準備を持つ。,優先度は、シールド・バッシュ・ウィップ・ショットの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Moira,4.7,"[""dive_threat"", ""save_sustain""]","[""コアレッセンス"", ""フェード"", ""バイオティック・オーブ""]","[""フェード"", ""バイオティック・オーブ"", ""フェード""]","[""コアレッセンス"", ""フェード""]",モイラにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。コアレッセンス・フェードが残る間は壁裏へ戻る準備を持つ。,優先度は、フェード・バイオティック・オーブの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Lúcio,4.5,"[""dive_threat"", ""save_sustain""]","[""サウンド・バリア"", ""サウンド・バリア"", ""サウンドウェーブ""]","[""ウォール・ライド"", ""サウンドウェーブ"", ""アンプ・イット・アップ""]","[""サウンド・バリア"", ""サウンド・バリア""]",ルシオにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。サウンド・バリアが残る間は壁裏へ戻る準備を持つ。,優先度は、ウォール・ライド・サウンドウェーブの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Ana,4.6,"[""long_range_threat"", ""save_sustain""]","[""ナノ・ブースト"", ""スリープ・ダーツ"", ""スリープ・ダーツ""]","[""スリープ・ダーツ"", ""バイオティック・グレネード"", ""スリープ・ダーツ""]","[""ナノ・ブースト"", ""スリープ・ダーツ""]",アナにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。ナノ・ブースト・スリープ・ダーツが残る間は壁裏へ戻る準備を持つ。,優先度は、スリープ・ダーツ・バイオティック・グレネードの後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Wuyang,5.1,"[""save_sustain""]","[""守衛波浪"", ""養神泉"", ""驚濤破""]","[""飛流歩"", ""玄武之杖"", ""驚濤破""]","[""守衛波浪"", ""養神泉"", ""驚濤破""]",ウーヤンにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。守衛波浪・養神泉が残る間は壁裏へ戻る準備を持つ。,優先度は、飛流歩・玄武之杖の後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Zenyatta,6.2,"[""long_range_threat""]","[""不和のオーブ"", ""心頭滅却"", ""心頭滅却""]","[""不和のオーブ"", ""心頭滅却""]","[""不和のオーブ"", ""心頭滅却"", ""心頭滅却""]",ゼニヤッタにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。不和のオーブ・心頭滅却が残る間は壁裏へ戻る準備を持つ。,優先度は、不和のオーブ・心頭滅却の後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
Mizuki,5.1,"[""save_sustain""]","[""癒しの波動"", ""霊域結界"", ""霊域結界""]","[""形代"", ""呪縛"", ""形代""]","[""癒しの波動"", ""霊域結界"", ""快気の笠""]",ミズキにはフライトで長く追わず、スティッキー・ボム命中後だけフォーカス・ビームへ進む。癒しの波動・霊域結界が残る間は壁裏へ戻る準備を持つ。,優先度は、形代・呪縛の後か体力半分以下を作れた時に上げる。倒し切れないならコピー候補として情報を残す。
