target_id,enemy_id,text_score,rating_score,total_quality_score,quality_band,issue_count,short_text_fields,rating_range_for_target,one_line_summary,next_edit_priority,review_status
Soldier76,Sojourn,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ソジョーン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Soldier: 76,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ソルジャー76: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Hanzo,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ハンゾー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Freja,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対フレイヤ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Anran,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対アンラン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Genji,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ゲンジ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Shion,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対シオン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Sombra,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ソンブラ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Tracer,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対トレーサー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Venture,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ベンチャー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Reaper,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対リーパー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Vendetta,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ヴェンデッタ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Echo,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対エコー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Pharah,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ファラ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Symmetra,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対シンメトラ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Junkrat,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ジャンクラット: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Torbjörn,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対トールビョーン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Bastion,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対バスティオン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Mei,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対メイ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Illari,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対イラリー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Jetpack Cat,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ジェットパック・キャット: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Juno,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ジュノ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Baptiste,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対バティスト: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Mercy,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対マーシー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Lifeweaver,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ライフウィーバー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Kiriko,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対キリコ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Brigitte,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ブリギッテ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Moira,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対モイラ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Lúcio,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ルシオ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Ana,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対アナ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Wuyang,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ウーヤン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Zenyatta,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ゼニヤッタ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Mizuki,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ミズキ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,D.Va,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対D.Va: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Winston,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ウィンストン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Doomfist,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ドゥームフィスト: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Hazard,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ハザード: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Wrecking Ball,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対レッキング・ボール: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Zarya,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ザリア: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Junker Queen,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ジャンカー・クイーン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Domina,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ドミナ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Mauga,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対マウガ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Ramattra,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ラマットラ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Roadhog,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ロードホッグ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Orisa,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対オリーサ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Sigma,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対シグマ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Reinhardt,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ラインハルト: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Ashe,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対アッシュ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Widowmaker,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ウィドウメイカー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Emre,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対エムレ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Cassidy,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対キャスディ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Sojourn,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ソジョーン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Soldier: 76,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ソルジャー76: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Hanzo,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ハンゾー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Freja,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対フレイヤ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Anran,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対アンラン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Genji,94,47,88,B,2,detail.cue|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ゲンジ: 品質B、スコア88/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Shion,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対シオン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Sombra,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ソンブラ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Tracer,94,47,88,B,2,detail.cue|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対トレーサー: 品質B、スコア88/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Venture,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ベンチャー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Reaper,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対リーパー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Vendetta,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ヴェンデッタ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Echo,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対エコー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Pharah,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ファラ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Symmetra,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対シンメトラ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Junkrat,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ジャンクラット: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Torbjörn,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対トールビョーン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Bastion,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対バスティオン: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Mei,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対メイ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Illari,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対イラリー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Jetpack Cat,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ジェットパック・キャット: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Juno,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ジュノ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Baptiste,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対バティスト: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Mercy,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対マーシー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Lifeweaver,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ライフウィーバー: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Kiriko,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対キリコ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Brigitte,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ブリギッテ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Moira,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対モイラ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Lúcio,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ルシオ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Ana,97,47,89,B,1,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対アナ: 品質B、スコア89/100。短い説明欄に勝ち方・負け筋・確認タイミングを追記。,短い説明欄に勝ち方・負け筋・確認タイミングを追記。,needs_depth
